name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,player_id,jersey_num,position,starter,on_court,played,notplayingreason,notplayingdescription,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,pts_proj,ast_proj
Daniel Oturu,TOR,0022100767,1630187,3,1,2,0.333,9.09388888888889,1.0,2.0,0.5,0.0,0.3333333333333333,0.0,1.0,1.6666666666666667,0.6,0.3333333333333333,1.3333333333333333,1.6666666666666667,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1,3.0,-24,0,0,ATL,0022100767,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,nan,nan,100-106,-6,3.0,0.0
David Johnson,TOR,0022100767,1630525,2,2,0,1.0,0.9925,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2,0,0,ATL,0022100767,away,INACTIVE,1630525.0,13,nan,Bench,-,0,INACTIVE_GLEAGUE_TWOWAY,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,ATL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,nan,nan,100-106,-6,0.0,0.0
Fred VanVleet,TOR,0022100767,1627832,42,23,19,0.548,38.57357142857143,7.357142857142857,17.595238095238095,0.418,3.9285714285714284,10.023809523809524,0.392,3.0238095238095237,3.4761904761904763,0.87,0.8333333333333334,3.857142857142857,4.690476190476191,6.976190476190476,2.6666666666666665,1.7142857142857142,0.5476190476190477,0.7619047619047619,2.4523809523809526,3,21.666666666666668,153,8,1,ATL,0022100767,away,ACTIVE,1627832.0,23,PG,Starter,-,1,nan,nan,11,1,0,20,6,0.3,0,2.0,2,0,0,0,0.0,73,39.016666666666666,90,17,16,3,2,3,6,0,6,0,10,4,0.4,1,10,2,0.2,ATL,2022-02-01 01:53,Base Set,Common,2,Layup,2021-02-03 00:00:00+00:00,Toronto Raptors,40000,35566.0,0.0,3251.0,1205.0,0.0,12.0,13,-27.78%,0.0,8.33,1559.0,False,False,False,False,VISIBLE,f4ddd5c4-5015-4c58-bbd4-b0d891302436,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+f4ddd5c4-5015-4c58-bbd4-b0d891302436,1.01%,1000,500,Handles,1,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-Handles,100-106,-6,21.666666666666668,6.976190476190476
Gary Trent Jr.,TOR,0022100767,1629018,38,22,16,0.579,34.38583333333333,6.421052631578948,15.131578947368421,0.424,2.9473684210526314,7.7631578947368425,0.38,1.6578947368421053,1.9736842105263157,0.84,0.39473684210526316,2.3157894736842106,2.710526315789474,2.0,0.9473684210526315,1.894736842105263,0.34210526315789475,0.5,2.1578947368421053,1,17.44736842105263,89,0,0,ATL,0022100767,away,ACTIVE,1629018.0,33,SG,Starter,-,1,nan,nan,1,0,2,22,10,0.45454545454545503,0,4.0,1,0,4,2,0.5,79,40.78333333333333,87,8,31,3,0,3,6,0,6,1,15,9,0.6,1,7,1,0.14285714285714302,ATL,2022-02-01 01:40,Base Set,Common,2,3 Pointer,2021-04-05 23:00:00+00:00,Toronto Raptors,12000,10924.0,0.0,690.0,387.0,0.0,12.0,71,0.00%,36.54,77.5,247.0,True,False,False,False,VISIBLE,01ddda5e-d858-4ef9-b1fe-972294a942db,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+01ddda5e-d858-4ef9-b1fe-972294a942db,0.00%,12000,71,3 Pointer,2,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-2-3 Pointer,100-106,-6,17.44736842105263,2.0
Goran Dragic,TOR,0022100767,201609,5,1,4,0.2,17.949666666666666,2.6,6.8,0.382,0.8,2.8,0.286,2.0,2.0,1.0,0.4,2.4,2.8,1.8,0.2,1.0,0.2,0.4,1.6,1,8.0,-22,0,0,ATL,0022100767,away,INACTIVE,201609.0,1,nan,Bench,-,0,INACTIVE_NOT_WITH_TEAM,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,ATL,2022-02-01 01:54,Base Set,Common,2,Layup,2021-01-19 01:00:00+00:00,Miami Heat,40000,35176.0,0.0,3655.0,1290.0,0.0,12.0,4,0.00%,0.0,0.0,2643.0,False,False,False,False,VISIBLE,b5f5dcc9-6588-49ea-b73c-562db2085465,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b5f5dcc9-6588-49ea-b73c-562db2085465,0.00%,1611,70,Layup,1,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-Layup,100-106,-6,8.0,1.8
Isaac Bonga,TOR,0022100767,1629067,13,8,5,0.615,5.097820512820513,0.23076923076923078,1.0,0.231,0.07692307692307693,0.3076923076923077,0.25,0.3076923076923077,0.46153846153846156,0.667,0.3076923076923077,0.23076923076923078,0.5384615384615384,0.23076923076923078,0.15384615384615385,0.5384615384615384,0.15384615384615385,0.15384615384615385,0.7692307692307693,0,0.8461538461538461,-35,0,0,ATL,0022100767,away,INACTIVE,1629067.0,17,nan,Bench,-,0,INACTIVE_GLEAGUE_ON_ASSIGNMENT,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,ATL,2022-02-01 01:40,Base Set,Common,2,Assist,2021-03-03 00:00:00+00:00,Washington Wizards,12000,9338.0,0.0,1329.0,1339.0,0.0,12.0,8,-11.11%,14.29,0.0,325.0,True,False,False,False,VISIBLE,5949f646-d0ce-4eda-bd74-7f786793013f,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+5949f646-d0ce-4eda-bd74-7f786793013f,-11.11%,12000,8,Assist,2,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Assist,Base Set-Common-2-Assist,100-106,-6,0.8461538461538461,0.23076923076923078
Justin Champagnie,TOR,0022100767,1630551,28,17,11,0.607,8.723273809523809,1.0,2.107142857142857,0.475,0.32142857142857145,0.7857142857142857,0.409,0.32142857142857145,0.32142857142857145,1.0,1.2857142857142858,0.9642857142857143,2.25,0.32142857142857145,0.21428571428571427,0.25,0.14285714285714285,0.14285714285714285,1.1071428571428572,0,2.642857142857143,59,0,0,ATL,0022100767,away,ACTIVE,1630551.0,11,nan,Bench,-,1,nan,nan,0,0,0,1,1,1.0,0,0.0,1,0,0,0,0.0,9,3.45,5,-4,2,0,2,2,0,1,1,0,0,0,0.0,0,1,1,1.0,ATL,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,nan,nan,100-106,-6,2.642857142857143,0.32142857142857145
Juwan Morgan,TOR,0022100767,1629752,1,0,1,0.0,27.365,2.0,3.0,0.667,1.0,2.0,0.5,0.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0,5.0,-25,0,0,ATL,0022100767,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,nan,nan,100-106,-6,5.0,1.0
Khem Birch,TOR,0022100767,203920,23,13,10,0.565,21.001014492753622,2.217391304347826,4.478260869565218,0.495,0.0,0.34782608695652173,0.0,1.3478260869565217,1.826086956521739,0.738,2.652173913043478,2.5217391304347827,5.173913043478261,1.2173913043478262,0.6956521739130435,0.8260869565217391,0.4782608695652174,0.30434782608695654,1.6956521739130435,1,5.782608695652174,40,0,0,ATL,0022100767,away,INACTIVE,203920.0,24,nan,Bench,-,0,INACTIVE_INJURY,Nose; Fracture,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,ATL,2022-02-01 01:41,Base Set,Common,2,Dunk,2021-04-18 23:00:00+00:00,Toronto Raptors,40000,29756.0,0.0,5819.0,4521.0,0.0,12.0,7,0.00%,0.0,16.67,650.0,False,False,False,False,VISIBLE,30d15829-764a-42f8-98b9-4688f7010f2e,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+30d15829-764a-42f8-98b9-4688f7010f2e,0.00%,12000,15,Dunk,2,Base Set,Common,"Sun, Jan 30",INJ - exp. back Feb 1,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,100-106,-6,5.782608695652174,1.2173913043478262
Malachi Flynn,TOR,0022100767,1630201,29,16,13,0.552,9.149827586206898,1.206896551724138,3.2413793103448274,0.372,0.4827586206896552,1.6551724137931034,0.292,0.20689655172413793,0.3103448275862069,0.667,0.20689655172413793,0.8620689655172413,1.0689655172413792,1.0,0.3103448275862069,0.3793103448275862,0.10344827586206896,0.13793103448275862,0.9310344827586207,0,3.103448275862069,-64,0,0,ATL,0022100767,away,ACTIVE,1630201.0,22,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,ATL,2022-02-01 01:32,Base Set,Common,2,Layup,2021-04-02 23:00:00+00:00,Toronto Raptors,12000,11281.0,0.0,490.0,229.0,0.0,12.0,18,0.00%,-5.26,-5.26,588.0,True,False,True,True,VISIBLE,4ab6f9b3-0d7f-4990-8638-1230ee8bf8ae,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+4ab6f9b3-0d7f-4990-8638-1230ee8bf8ae,0.00%,12000,18,Layup,2,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Layup,Base Set-Common-2-Layup,100-106,-6,3.103448275862069,1.0
OG Anunoby,TOR,0022100767,1628384,32,18,14,0.563,37.16416666666667,7.0625,16.0625,0.44,2.5,7.28125,0.343,2.34375,3.125,0.75,1.625,4.03125,5.65625,2.5625,1.71875,1.6875,0.5625,1.125,2.96875,2,18.96875,37,2,0,ATL,0022100767,away,ACTIVE,1628384.0,3,PF,Starter,-,1,nan,nan,2,1,0,13,6,0.461538461538462,0,0.0,2,0,0,0,0.0,72,35.766666666666666,85,13,15,2,2,0,5,0,5,1,5,3,0.6,0,8,3,0.375,ATL,2022-02-01 01:54,Base Set,Common,3,Dunk,2021-11-01 23:30:00+00:00,Toronto Raptors,60000,37081.0,0.0,10327.0,15802.0,0.0,2.0,3,0.00%,0.0,0.0,2281.0,nan,nan,nan,nan,VISIBLE,617f977c-a6e6-4f6d-b413-c50fd21af979,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+617f977c-a6e6-4f6d-b413-c50fd21af979,0.00%,1358,190,Block,1,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Block,100-106,-6,18.96875,2.5625
Pascal Siakam,TOR,0022100767,1627783,34,16,18,0.471,37.46122549019608,8.0,16.852941176470587,0.475,1.0294117647058822,3.088235294117647,0.333,3.9705882352941178,5.411764705882353,0.734,1.9705882352941178,6.411764705882353,8.382352941176471,5.176470588235294,2.6470588235294117,1.2941176470588236,0.7941176470588235,0.8235294117647058,3.4705882352941178,4,21.0,127,13,0,ATL,0022100767,away,ACTIVE,1627783.0,43,C,Starter,-,1,nan,nan,4,2,0,17,9,0.529411764705882,1,7.0,4,1,8,6,0.75,84,40.61666666666667,89,5,25,0,14,0,6,0,6,2,2,1,0.5,4,15,8,0.533333333333333,ATL,2022-02-01 01:58,Base Set,Common,3,Dunk,2021-12-15 00:30:00+00:00,Toronto Raptors,60000,25365.0,0.0,5464.0,31402.0,0.0,2.0,3,0.00%,0.0,0.0,690.0,nan,nan,nan,nan,VISIBLE,bcb4f9d6-bb67-41e4-916d-777b5474ae34,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+bcb4f9d6-bb67-41e4-916d-777b5474ae34,0.00%,3999,135,Block,1,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Block,100-106,-6,21.0,5.176470588235294
Precious Achiuwa,TOR,0022100767,1630173,38,22,16,0.579,24.712894736842106,3.236842105263158,7.7368421052631575,0.418,0.2894736842105263,1.2105263157894737,0.239,0.9210526315789473,1.6578947368421053,0.556,2.289473684210526,5.052631578947368,7.342105263157895,1.2105263157894737,1.0263157894736843,0.5526315789473685,0.631578947368421,0.7894736842105263,2.0526315789473686,1,7.684210526315789,23,5,0,ATL,0022100767,away,ACTIVE,1630173.0,5,nan,Bench,-,1,nan,nan,1,0,1,6,3,0.5,0,1.0,2,0,0,0,0.0,42,17.5,36,-6,7,0,4,2,3,1,4,0,1,1,1.0,0,5,2,0.4,ATL,2022-02-01 01:52,Base Set,Common,3,Dunk,2021-10-20 23:30:00+00:00,Toronto Raptors,60000,36978.0,0.0,11148.0,15348.0,0.0,2.0,3,0.00%,0.0,50.0,2036.0,nan,nan,nan,nan,VISIBLE,b5f48643-b2e8-49a6-8d45-8201f3b62743,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+b5f48643-b2e8-49a6-8d45-8201f3b62743,0.00%,4000,50,Dunk,2,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,100-106,-6,7.684210526315789,1.2105263157894737
Sam Dekker,TOR,0022100767,1626155,1,1,0,1.0,0.9066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-5,0,0,ATL,0022100767,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,nan,nan,100-106,-6,0.0,0.0
Scottie Barnes,TOR,0022100767,1630567,39,19,20,0.487,36.03055555555555,5.897435897435898,12.487179487179487,0.472,0.8461538461538461,2.7435897435897436,0.308,2.2051282051282053,3.051282051282051,0.723,2.717948717948718,5.051282051282051,7.769230769230769,3.5128205128205128,1.9230769230769231,1.0,0.8461538461538461,0.5897435897435898,2.8974358974358974,3,14.846153846153847,4,5,0,ATL,0022100767,away,ACTIVE,1630567.0,4,SF,Starter,-,1,nan,nan,1,3,0,7,3,0.428571428571429,1,3.0,2,0,1,1,1.0,74,35.81666666666667,83,9,7,2,6,0,4,2,6,1,2,0,0.0,2,5,3,0.6,ATL,2022-02-01 01:55,Base Set,Common,3,Layup,2021-10-20 23:30:00+00:00,Toronto Raptors,4000,2141.0,0.0,111.0,1748.0,0.0,2.0,565,-2.59%,0.89,4.63,111.0,True,True,True,True,VISIBLE,4dc4a139-a051-4c98-a8eb-a8ab7d1be9ed,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+4dc4a139-a051-4c98-a8eb-a8ab7d1be9ed,-2.59%,4000,565,Layup,3,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-3-Layup,Base Set-Common-3-Layup,100-106,-6,14.846153846153847,3.5128205128205128
Svi Mykhailiuk,TOR,0022100767,1629004,39,20,19,0.513,16.53525641025641,2.1025641025641026,5.205128205128205,0.404,0.8974358974358975,2.8974358974358974,0.31,0.6923076923076923,0.8205128205128205,0.844,0.48717948717948717,1.7179487179487178,2.2051282051282053,1.0256410256410255,0.6923076923076923,0.6153846153846154,0.10256410256410256,0.28205128205128205,1.205128205128205,0,5.794871794871795,-86,0,0,ATL,0022100767,away,ACTIVE,1629004.0,14,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,ATL,2022-02-01 01:53,Base Set,Common,3,Dunk,2021-10-30 23:30:00+00:00,Toronto Raptors,60000,35858.0,0.0,11546.0,16855.0,0.0,2.0,3,0.00%,0.0,0.0,2370.0,nan,nan,nan,nan,VISIBLE,07607578-487a-49e7-954e-4861f7a0f7ac,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+07607578-487a-49e7-954e-4861f7a0f7ac,0.00%,3999,28,3 Pointer,1,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-3 Pointer,100-106,-6,5.794871794871795,1.0256410256410255
Tremont Waters,TOR,0022100767,1629682,2,0,2,0.0,20.914166666666667,1.5,6.0,0.25,1.0,4.5,0.222,0.0,0.0,0.0,0.0,2.0,2.0,3.5,2.0,2.0,0.0,0.0,1.0,1,4.0,-23,0,0,ATL,0022100767,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-01 01:34,Base Set,Common,2,Assist,2021-02-04 03:00:00+00:00,Boston Celtics,12000,10841.0,0.0,762.0,399.0,0.0,12.0,8,-11.11%,0.0,14.29,416.0,True,False,False,False,VISIBLE,de037459-fc93-41c7-b04a-a86a3963b418,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+de037459-fc93-41c7-b04a-a86a3963b418,-11.11%,12000,8,Assist,2,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Assist,Base Set-Common-2-Assist,100-106,-6,4.0,3.5
Yuta Watanabe,TOR,0022100767,1629139,21,11,10,0.524,16.66325396825397,1.8571428571428572,4.809523809523809,0.386,0.9523809523809523,2.7142857142857144,0.351,0.6666666666666666,1.2380952380952381,0.538,0.6666666666666666,2.6666666666666665,3.3333333333333335,0.7142857142857143,0.7619047619047619,0.3333333333333333,0.47619047619047616,0.2857142857142857,1.4761904761904763,1,5.333333333333333,-73,2,0,ATL,0022100767,away,ACTIVE,1629139.0,18,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,ATL,2022-02-01 01:41,Base Set,Common,2,Layup,2021-04-16 23:30:00+00:00,Toronto Raptors,12000,9422.0,0.0,1245.0,1336.0,0.0,12.0,16,0.00%,-5.88,6.67,247.0,True,False,False,False,VISIBLE,054c706e-c47a-4c08-a9f4-8c0814a5099b,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+054c706e-c47a-4c08-a9f4-8c0814a5099b,0.00%,12000,16,Layup,2,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Layup,Base Set-Common-2-Layup,100-106,-6,5.333333333333333,0.7142857142857143
Bogdan Bogdanovic,ATL,0022100767,203992,31,15,16,0.484,28.437741935483874,4.516129032258065,10.806451612903226,0.418,2.2580645161290325,6.387096774193548,0.354,1.096774193548387,1.3870967741935485,0.791,0.2903225806451613,3.4516129032258065,3.7419354838709675,2.7419354838709675,0.967741935483871,0.7741935483870968,0.1935483870967742,0.25806451612903225,1.967741935483871,1,12.387096774193548,15,0,0,TOR,0022100767,home,ACTIVE,203992.0,13,nan,Bench,-,1,nan,nan,4,0,0,16,7,0.4375,0,0.0,2,0,0,0,0.0,69,30.866666666666667,69,0,18,0,6,3,5,0,5,0,11,4,0.36363636363636404,0,5,3,0.6,TOR,2022-02-01 01:56,Base Set,Common,2,Layup,2021-01-03 00:30:00+00:00,Atlanta Hawks,40000,35166.0,0.0,3116.0,1811.0,0.0,12.0,5,0.00%,0.0,0.0,1559.0,False,False,False,False,VISIBLE,b7e5e7b3-2b97-4c52-883b-5aeb589c595d,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b7e5e7b3-2b97-4c52-883b-5aeb589c595d,4.55%,3345,46,Assist,1,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-Assist,106-100,6,12.387096774193548,2.7419354838709675
Cam Reddish,ATL,0022100767,1629629,34,15,19,0.441,23.43294117647059,4.0588235294117645,10.088235294117647,0.402,1.7058823529411764,4.5,0.379,2.1176470588235294,2.3529411764705883,0.9,0.5882352941176471,1.8823529411764706,2.4705882352941178,1.1176470588235294,1.2941176470588236,1.0294117647058822,0.3235294117647059,0.5882352941176471,1.3235294117647058,1,11.941176470588236,-166,0,0,TOR,0022100767,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-01 01:53,Base Set,Common,3,Dunk,2021-10-21 23:30:00+00:00,Atlanta Hawks,60000,36537.0,0.0,11515.0,15548.0,0.0,2.0,3,0.00%,0.0,0.0,2612.0,nan,nan,nan,nan,VISIBLE,c7cf6044-ec3e-46cf-a0c2-c4b49b841a5b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+c7cf6044-ec3e-46cf-a0c2-c4b49b841a5b,0.00%,1000,185,Dunk,1,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Dunk,106-100,6,11.941176470588236,1.1176470588235294
Cameron Oliver,ATL,0022100767,1628419,2,1,1,0.5,21.65,5.0,7.5,0.667,0.5,1.5,0.333,1.0,1.5,0.667,1.0,2.0,3.0,1.5,0.0,0.5,0.5,0.0,2.5,1,11.5,-2,0,0,TOR,0022100767,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,nan,nan,106-100,6,11.5,1.5
Cat Barber,ATL,0022100767,1627760,3,0,3,0.0,4.283333333333333,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,1,0.0,11,0,0,TOR,0022100767,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,nan,nan,106-100,6,0.0,1.0
