name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,player_id,jersey_num,position,starter,on_court,played,notplayingreason,notplayingdescription,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,pts_proj,ast_proj
Damyean Dotson,NYK,0022100763,1628422,2,1,1,0.5,10.270833333333334,1.0,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0,2.0,3,0,0,SAC,0022100763,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-01 01:36,Base Set,Common,2,Dunk,2021-04-30 23:30:00+00:00,Cleveland Cavaliers,12000,10417.0,0.0,953.0,635.0,0.0,12.0,8,14.29%,0.0,14.29,434.0,True,False,False,False,VISIBLE,2af1abc7-c73b-4b21-9518-f41760eb0ffe,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+2af1abc7-c73b-4b21-9518-f41760eb0ffe,14.29%,12000,8,Dunk,2,Base Set,Common,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,96-116,-20,2.0,0.5
Danuel House Jr.,NYK,0022100763,1627863,1,0,1,0.0,3.35,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,SAC,0022100763,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-01 01:29,Base Set,Common,2,Layup,2021-01-01 00:00:00+00:00,Houston Rockets,40000,35080.0,0.0,3491.0,1665.0,0.0,12.0,4,0.00%,0.0,0.0,2034.0,False,False,False,False,VISIBLE,4a1ddad0-443d-4bb6-8048-c7bcfb13607b,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+4a1ddad0-443d-4bb6-8048-c7bcfb13607b,0.00%,3525,31,Dunk,1,Base Set,Common,"Sun, Jan 30",INJ - exp. back Feb 7,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-Dunk,96-116,-20,0.0,0.0
Derrick Rose,NYK,0022100763,201565,26,11,15,0.423,24.456282051282052,4.6923076923076925,10.538461538461538,0.445,1.4230769230769231,3.5384615384615383,0.402,1.1538461538461537,1.1923076923076923,0.968,0.8076923076923077,2.1923076923076925,3.0,3.9615384615384617,1.5,0.8461538461538461,0.46153846153846156,0.6538461538461539,0.5769230769230769,1,11.961538461538462,92,0,0,SAC,0022100763,home,INACTIVE,201565.0,4,nan,Bench,-,0,INACTIVE_INJURY,Right Ankle; Surgery,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,SAC,2022-02-01 01:53,Base Set,Common,3,Assist,2021-10-22 23:00:00+00:00,New York Knicks,60000,37779.0,0.0,10353.0,14951.0,0.0,2.0,3,0.00%,0.0,0.0,2723.0,nan,nan,nan,nan,VISIBLE,cedecf60-7573-462e-abd2-88b89ed8897e,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+cedecf60-7573-462e-abd2-88b89ed8897e,-1.05%,1000,282,Jump Shot,1,Base Set,Common,"Wed, Dec 22",INJ - exp. back Feb 25,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-3-Assist,Base Set-Common-1-Jump Shot,96-116,-20,11.961538461538462,3.9615384615384617
Evan Fournier,NYK,0022100763,203095,48,22,26,0.458,28.708368055555557,4.958333333333333,11.8125,0.42,2.7291666666666665,7.0,0.39,1.0,1.3958333333333333,0.716,0.5416666666666666,2.3333333333333335,2.875,1.7708333333333333,1.2916666666666667,0.8541666666666666,0.25,0.3958333333333333,2.0,1,13.645833333333334,-100,0,0,SAC,0022100763,home,ACTIVE,203095.0,13,SG,Starter,-,1,nan,nan,2,0,0,11,7,0.636363636363636,1,0.0,4,0,1,0,0.0,53,27.45,62,9,18,2,2,0,0,0,0,2,7,4,0.5714285714285711,1,4,3,0.75,SAC,2022-02-01 01:55,Base Set,Common,2,Layup,2021-02-06 00:00:00+00:00,Orlando Magic,35000,31543.0,0.0,2301.0,1222.0,0.0,12.0,5,0.00%,0.0,0.0,1690.0,False,False,False,False,VISIBLE,3cd32a2f-8590-4c1d-bdfe-dc00f117b1c4,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+3cd32a2f-8590-4c1d-bdfe-dc00f117b1c4,2.70%,3999,38,3 Pointer,1,Base Set,Common,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-3 Pointer,96-116,-20,13.645833333333334,1.7708333333333333
Immanuel Quickley,NYK,0022100763,1630193,46,21,25,0.457,22.157644927536232,3.3260869565217392,8.782608695652174,0.379,1.7391304347826086,5.043478260869565,0.345,1.6304347826086956,1.7826086956521738,0.915,0.34782608695652173,2.0217391304347827,2.369565217391304,2.9782608695652173,1.2391304347826086,0.6956521739130435,0.06521739130434782,0.41304347826086957,2.130434782608696,1,10.021739130434783,181,0,0,SAC,0022100763,home,ACTIVE,1630193.0,5,nan,Bench,-,1,nan,nan,4,0,1,5,1,0.2,0,4.0,2,0,5,4,0.8,27,15.833333333333334,45,18,6,0,2,0,0,0,0,0,2,0,0.0,1,3,1,0.333333333333333,SAC,2022-02-01 01:33,Base Set,Common,2,Handles,2021-01-17 18:00:00+00:00,New York Knicks,40000,35806.0,0.0,2591.0,1616.0,0.0,12.0,6,-14.29%,-14.29,-14.29,825.0,False,False,True,True,VISIBLE,6938e461-3c73-4901-ba5c-f81b924ff2de,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+6938e461-3c73-4901-ba5c-f81b924ff2de,-1.12%,4000,88,Jump Shot,2,Base Set,Common,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Handles,Base Set-Common-2-Jump Shot,96-116,-20,10.021739130434783,2.9782608695652173
Jericho Sims,NYK,0022100763,1630579,15,6,9,0.4,6.050444444444444,0.4666666666666667,0.6,0.778,0.0,0.0,0.0,0.2,0.26666666666666666,0.75,0.5333333333333333,0.9333333333333333,1.4666666666666666,0.06666666666666667,0.13333333333333333,0.2,0.3333333333333333,0.0,0.4,0,1.1333333333333333,9,0,0,SAC,0022100763,home,ACTIVE,1630579.0,45,nan,Bench,-,1,nan,nan,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0.0,9,2.3333333333333335,2,-7,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,SAC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,nan,nan,96-116,-20,1.1333333333333333,0.06666666666666667
Julius Randle,NYK,0022100763,203944,48,23,25,0.479,35.304027777777776,6.6875,16.208333333333332,0.413,1.6458333333333333,5.375,0.306,3.4791666666666665,4.604166666666667,0.756,1.7083333333333333,8.166666666666666,9.875,5.0,3.4791666666666665,0.75,0.6041666666666666,0.8541666666666666,2.7916666666666665,4,18.5,-173,20,0,SAC,0022100763,home,ACTIVE,203944.0,30,PF,Starter,-,1,nan,nan,4,0,0,14,7,0.5,0,1.0,2,0,2,2,1.0,59,29.466666666666665,69,10,17,0,8,4,7,2,9,1,3,1,0.333333333333333,4,11,6,0.545454545454545,SAC,2022-02-01 01:53,Base Set,Common,3,Dunk,2021-10-22 23:00:00+00:00,New York Knicks,60000,38046.0,0.0,10087.0,14869.0,0.0,2.0,3,0.00%,0.0,0.0,2600.0,nan,nan,nan,nan,VISIBLE,5d26a108-0de6-442d-9719-8ad71488dbdb,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+5d26a108-0de6-442d-9719-8ad71488dbdb,0.00%,3999,83,Dunk,1,Base Set,Common,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Dunk,96-116,-20,18.5,5.0
Kemba Walker,NYK,0022100763,202689,29,14,15,0.483,26.67505747126437,4.482758620689655,10.862068965517242,0.413,2.206896551724138,5.827586206896552,0.379,1.6896551724137931,2.0689655172413794,0.817,0.3793103448275862,2.896551724137931,3.2758620689655173,3.4827586206896552,1.4137931034482758,0.7931034482758621,0.1724137931034483,0.4482758620689655,1.206896551724138,2,12.862068965517242,-159,1,1,SAC,0022100763,home,ACTIVE,202689.0,8,PG,Starter,-,1,nan,nan,1,0,1,2,0,0.0,0,1.0,0,0,0,0,0.0,32,16.683333333333334,30,-2,0,0,0,0,3,0,3,1,0,0,0.0,1,2,0,0.0,SAC,2022-02-01 01:58,Base Set,Common,2,Assist,2021-01-17 18:00:00+00:00,Boston Celtics,35000,32700.0,0.0,1880.0,476.0,0.0,12.0,5,0.00%,25.0,0.0,2106.0,False,False,False,False,VISIBLE,05cd517d-cffd-44fd-bdd1-2a7294c4c986,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+05cd517d-cffd-44fd-bdd1-2a7294c4c986,0.00%,1927,74,Assist,1,Base Set,Common,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Assist,Base Set-Common-1-Assist,96-116,-20,12.862068965517242,3.4827586206896552
Kevin Knox II,NYK,0022100763,1628995,13,4,9,0.308,8.536410256410257,1.1538461538461537,3.076923076923077,0.375,0.7692307692307693,2.1538461538461537,0.357,0.5384615384615384,0.7692307692307693,0.7,0.6153846153846154,1.0769230769230769,1.6923076923076923,0.23076923076923078,0.38461538461538464,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.38461538461538464,0,3.6153846153846154,-46,0,0,SAC,0022100763,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,nan,nan,96-116,-20,3.6153846153846154,0.23076923076923078
Matt Mooney,NYK,0022100763,1629760,1,1,0,1.0,1.9333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,-5,0,0,SAC,0022100763,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,nan,nan,96-116,-20,0.0,0.0
Miles McBride,NYK,0022100763,1630540,19,8,11,0.421,7.790877192982457,0.7894736842105263,2.9473684210526314,0.268,0.2631578947368421,1.5789473684210527,0.167,0.15789473684210525,0.21052631578947367,0.75,0.10526315789473684,0.7368421052631579,0.8421052631578947,1.2105263157894737,0.15789473684210525,0.42105263157894735,0.05263157894736842,0.15789473684210525,0.7894736842105263,0,2.0,37,0,0,SAC,0022100763,home,ACTIVE,1630540.0,2,nan,Bench,-,1,nan,nan,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,9,2.3333333333333335,2,-7,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,SAC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,nan,nan,96-116,-20,2.0,1.2105263157894737
Mitchell Robinson,NYK,0022100763,1629011,45,21,24,0.467,25.010962962962964,3.511111111111111,4.488888888888889,0.782,0.0,0.0,0.0,1.3111111111111111,2.488888888888889,0.527,3.5555555555555554,4.711111111111111,8.266666666666667,0.4444444444444444,0.7555555555555555,0.5111111111111111,1.4444444444444444,0.37777777777777777,2.688888888888889,2,8.333333333333334,-65,10,0,SAC,0022100763,home,ACTIVE,1629011.0,23,C,Starter,-,1,nan,nan,1,2,0,3,3,1.0,1,5.0,3,0,6,3,0.5,39,21.583333333333332,52,13,9,0,6,6,8,5,13,1,0,0,0.0,1,3,3,1.0,SAC,2022-02-01 01:48,Base Set,Common,2,Dunk,2020-12-28 00:30:00+00:00,New York Knicks,15000,14412.0,0.0,588.0,8.0,0.0,12.0,19,0.00%,5.56,18.75,915.0,False,False,False,False,VISIBLE,f62e1d1b-7d1f-4061-ba62-df8db17ef2e6,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+f62e1d1b-7d1f-4061-ba62-df8db17ef2e6,0.00%,3999,48,Dunk,1,Base Set,Common,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Dunk,96-116,-20,8.333333333333334,0.4444444444444444
Nerlens Noel,NYK,0022100763,203457,21,9,12,0.429,23.312857142857144,1.4285714285714286,2.619047619047619,0.545,0.0,0.14285714285714285,0.0,0.8571428571428571,1.1904761904761905,0.72,2.142857142857143,4.0476190476190474,6.190476190476191,0.7619047619047619,0.8095238095238095,1.1904761904761905,1.380952380952381,0.19047619047619047,2.7142857142857144,1,3.7142857142857144,-36,0,0,SAC,0022100763,home,ACTIVE,203457.0,3,nan,Bench,-,1,nan,nan,5,1,0,1,1,1.0,0,0.0,1,0,0,0,0.0,44,21.316666666666666,58,14,2,0,0,0,5,0,5,2,0,0,0.0,1,1,1,1.0,SAC,2022-02-01 01:49,Base Set,Common,2,Block,2021-01-01 00:30:00+00:00,New York Knicks,15000,14377.0,0.0,623.0,13.0,0.0,12.0,13,0.00%,-7.14,8.33,844.0,False,False,False,False,VISIBLE,dfe7eb65-dd07-4037-9468-4172e288c76b,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+dfe7eb65-dd07-4037-9468-4172e288c76b,0.00%,3346,35,Dunk,1,Base Set,Common,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Block,Base Set-Common-1-Dunk,96-116,-20,3.7142857142857144,0.7619047619047619
Obi Toppin,NYK,0022100763,1630167,45,21,24,0.467,15.771703703703704,2.9555555555555557,5.533333333333333,0.534,0.4,1.6444444444444444,0.243,1.3333333333333333,1.7333333333333334,0.769,0.9555555555555556,2.6444444444444444,3.6,0.9333333333333333,0.7777777777777778,0.28888888888888886,0.4666666666666667,0.4222222222222222,1.4,1,7.644444444444445,138,1,0,SAC,0022100763,home,ACTIVE,1630167.0,1,nan,Bench,-,1,nan,nan,2,1,0,8,6,0.75,0,1.0,1,0,1,1,1.0,37,18.533333333333335,47,10,14,2,10,3,4,0,4,0,2,1,0.5,1,6,5,0.833333333333334,SAC,2022-02-01 01:56,Base Set,Common,3,Dunk,2021-11-16 00:30:00+00:00,New York Knicks,60000,32079.0,0.0,12023.0,19751.0,0.0,2.0,3,0.00%,0.0,0.0,2320.0,nan,nan,nan,nan,VISIBLE,ec5a581d-0963-4404-8166-2d060c7bb2e1,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+ec5a581d-0963-4404-8166-2d060c7bb2e1,1.18%,4000,86,3 Pointer,2,Base Set,Common,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-3 Pointer,96-116,-20,7.644444444444445,0.9333333333333333
Quentin Grimes,NYK,0022100763,1629656,32,15,17,0.469,15.719375,1.96875,4.78125,0.412,1.5625,3.875,0.403,0.1875,0.28125,0.667,0.46875,1.125,1.59375,1.0,0.625,0.5625,0.1875,0.0625,1.3125,0,5.6875,-19,0,0,SAC,0022100763,home,ACTIVE,1629656.0,6,nan,Bench,-,1,nan,nan,1,0,0,9,5,0.555555555555556,0,1.0,2,0,2,2,1.0,49,23.366666666666667,57,8,14,3,6,2,4,0,4,3,5,2,0.4,1,4,3,0.75,SAC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,nan,nan,96-116,-20,5.6875,1.0
RJ Barrett,NYK,0022100763,1629628,43,21,22,0.488,32.42934108527132,6.209302325581396,14.883720930232558,0.417,1.9767441860465116,5.488372093023256,0.36,3.0930232558139537,4.488372093023256,0.689,0.813953488372093,4.930232558139535,5.744186046511628,2.558139534883721,1.930232558139535,0.5813953488372093,0.3023255813953488,1.2325581395348837,2.0697674418604652,3,17.488372093023255,-173,3,0,SAC,0022100763,home,ACTIVE,1629628.0,9,SF,Starter,-,1,nan,nan,1,0,2,14,4,0.28571428571428603,1,1.0,2,0,2,2,1.0,54,27.016666666666666,66,12,11,7,6,0,4,0,4,0,8,1,0.125,4,6,3,0.5,SAC,2022-02-01 01:33,Base Set,Common,2,Dunk,2021-03-12 01:00:00+00:00,New York Knicks,40000,36265.0,0.0,2516.0,1280.0,0.0,12.0,5,-16.67%,0.0,0.0,1458.0,False,False,False,False,VISIBLE,47cd43c3-83b8-4104-9a5a-6076818ecdf3,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+47cd43c3-83b8-4104-9a5a-6076818ecdf3,0.00%,2882,335,Layup,1,Base Set,Common,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-Layup,96-116,-20,17.488372093023255,2.558139534883721
Taj Gibson,NYK,0022100763,201959,32,15,17,0.469,18.613020833333334,1.375,2.75,0.5,0.125,0.46875,0.267,0.65625,0.90625,0.724,1.625,2.90625,4.53125,0.6875,0.6875,0.4375,0.875,0.15625,2.75,0,3.53125,43,0,0,SAC,0022100763,home,ACTIVE,201959.0,67,nan,Bench,-,1,nan,nan,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0.0,4,2.7666666666666666,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,SAC,2022-02-01 01:36,Base Set,Common,2,Dunk,2021-03-25 23:30:00+00:00,New York Knicks,12000,10431.0,0.0,921.0,651.0,0.0,12.0,17,-5.56%,-5.56,-15.0,242.0,True,False,False,False,VISIBLE,38d995f9-86a3-4eb0-a009-39cefee9ed4a,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+38d995f9-86a3-4eb0-a009-39cefee9ed4a,-5.56%,12000,17,Dunk,2,Base Set,Common,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Dunk,96-116,-20,3.53125,0.6875
Tyler Hall,NYK,0022100763,1629788,1,1,0,1.0,1.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-5,0,0,SAC,0022100763,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,nan,nan,96-116,-20,0.0,0.0
Wayne Selden,NYK,0022100763,1627782,3,2,1,0.667,6.38,0.3333333333333333,1.3333333333333333,0.25,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,1.3333333333333333,0.5,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0,1.6666666666666667,-13,0,0,SAC,0022100763,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612758,96,SAC,,Final,1610612752,116,NYK,4,2022-01-31 19:30:00-05:00,nan,nan,96-116,-20,1.6666666666666667,0.3333333333333333
Chris Boucher,TOR,0022100767,1628449,45,24,21,0.533,20.17885185185185,3.2444444444444445,7.2,0.451,0.8444444444444444,2.977777777777778,0.284,1.8222222222222222,2.422222222222222,0.752,2.088888888888889,3.7333333333333334,5.822222222222222,0.3333333333333333,0.6888888888888889,0.6666666666666666,1.0666666666666667,0.5333333333333333,2.111111111111111,2,9.155555555555555,45,5,0,ATL,0022100767,away,ACTIVE,1628449.0,25,nan,Bench,-,1,nan,nan,1,1,0,1,0,0.0,0,3.0,1,0,4,3,0.75,48,20.916666666666668,44,-4,3,0,0,2,6,1,7,0,1,0,0.0,0,0,0,0.0,ATL,2022-02-01 01:55,Base Set,Common,3,Dunk,2021-11-12 00:00:00+00:00,Toronto Raptors,60000,34087.0,0.0,11939.0,17802.0,0.0,2.0,3,0.00%,0.0,0.0,1854.0,nan,nan,nan,nan,VISIBLE,d021641f-7811-4102-b718-1f5165d691fe,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d021641f-7811-4102-b718-1f5165d691fe,7.14%,12000,15,Block,2,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Block,100-106,-6,9.155555555555555,0.3333333333333333
D.J. Wilson,TOR,0022100767,1628391,3,1,2,0.333,15.880555555555555,2.6666666666666665,3.6666666666666665,0.727,0.0,0.6666666666666666,0.0,2.6666666666666665,3.3333333333333335,0.8,0.3333333333333333,4.333333333333333,4.666666666666667,1.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.6666666666666667,1,8.0,-15,0,0,ATL,0022100767,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,nan,nan,100-106,-6,8.0,1.3333333333333333
Dalano Banton,TOR,0022100767,1630625,37,19,18,0.514,12.095450450450452,1.5405405405405406,3.675675675675676,0.419,0.2972972972972973,0.9459459459459459,0.314,0.4864864864864865,0.7027027027027027,0.692,0.5945945945945946,1.5675675675675675,2.1621621621621623,1.7027027027027026,1.135135135135135,0.4594594594594595,0.21621621621621623,0.2972972972972973,1.3243243243243243,0,3.864864864864865,-8,0,0,ATL,0022100767,away,ACTIVE,1630625.0,45,nan,Bench,-,1,nan,nan,0,0,2,2,0,0.0,0,0.0,0,0,0,0,0.0,19,6.133333333333334,11,-8,0,0,0,0,1,1,2,2,0,0,0.0,0,2,0,0.0,ATL,2022-02-01 01:54,Base Set,Common,3,3 Pointer,2021-10-20 23:30:00+00:00,Toronto Raptors,4000,2188.0,0.0,127.0,1685.0,0.0,2.0,89,1.14%,4.71,23.61,81.0,True,True,True,True,VISIBLE,301e2fbc-5bf7-48f3-8757-f367b56fc375,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+301e2fbc-5bf7-48f3-8757-f367b56fc375,1.14%,4000,89,3 Pointer,3,Base Set,Common,nan,nan,1610612761,106,TOR,,Final,1610612737,100,ATL,4,2022-01-31 19:30:00-05:00,Base Set-Common-3-3 Pointer,Base Set-Common-3-3 Pointer,100-106,-6,3.864864864864865,1.7027027027027026
