name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,notplayingreason,notplayingdescription,player_id,jersey_num,position,starter,on_court,played,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,ast_proj
Trayvon Palmer,DET,0022100782,1629309,1,0,1,0.0,16.773333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0,0.0,-12,0,0,MIN,0022100782,home,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,nan,nan,0-0,0,0
Trey Lyles,DET,0022100782,1626168,47,11,36,0.234,19.58244680851064,3.3404255319148937,7.382978723404255,0.452,0.8723404255319149,2.893617021276596,0.301,2.702127659574468,3.4468085106382977,0.784,1.1914893617021276,3.595744680851064,4.787234042553192,1.1914893617021276,1.0,0.46808510638297873,0.5319148936170213,0.3191489361702128,1.7872340425531914,2,10.25531914893617,-98,1,0,MIN,0022100782,home,ACTIVE,nan,nan,1626168.0,8,nan,Bench,On Bench,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,MIN,2022-02-03 19:41,Base Set,Common,3,Layup,2021-10-31 23:30:00+00:00,Detroit Pistons,60000,36401.0,0.0,13335.0,15086.0,0.0,2.0,3,0.00%,0.0,0.0,1007.0,nan,nan,nan,nan,VISIBLE,f218a551-d01c-480b-96cf-91ba06ed085b,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+f218a551-d01c-480b-96cf-91ba06ed085b,-8.33%,12000,11,Layup,2,Base Set,Common,nan,nan,1610612750,0,MIN,,7:00 pm ET,1610612765,0,DET,0,2022-02-03 19:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-2-Layup,0-0,0,0
Alex Caruso,CHI,0022100430,1627936,28,19,9,0.679,27.69434523809524,2.7857142857142856,6.5,0.429,1.0714285714285714,3.107142857142857,0.345,1.7142857142857142,2.107142857142857,0.814,0.8928571428571429,2.9642857142857144,3.857142857142857,3.892857142857143,1.4285714285714286,1.9285714285714286,0.39285714285714285,0.4642857142857143,2.4285714285714284,2,8.357142857142858,140,1,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:41,Base Set,Common,3,Dunk,2021-10-23 00:00:00+00:00,Chicago Bulls,60000,38299.0,0.0,11434.0,13823.0,0.0,2.0,3,0.00%,0.0,0.0,2541.0,nan,nan,nan,nan,VISIBLE,7574a00f-da12-4fc0-85c0-ded99b1b9615,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+7574a00f-da12-4fc0-85c0-ded99b1b9615,0.00%,1530,132,Block,1,Base Set,Common,"Sun, Jan 23",INJ - exp. back Mar 15,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Block,0-0,0,0
Alfonzo McKinnie,CHI,0022100430,1628035,15,8,7,0.533,13.416444444444444,1.6,4.0,0.4,0.6,1.7333333333333334,0.346,0.06666666666666667,0.4,0.167,0.8666666666666667,1.2,2.066666666666667,0.3333333333333333,0.4666666666666667,0.13333333333333333,0.2,0.26666666666666666,1.6666666666666667,0,3.8666666666666667,-65,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,nan,nan,0-0,0,0
Alize Johnson,CHI,0022100430,1628993,16,10,6,0.625,7.533541666666666,0.75,1.4375,0.522,0.0,0.125,0.0,0.25,0.4375,0.571,1.0,1.25,2.25,0.5,0.5,0.1875,0.0,0.1875,0.9375,0,1.75,-61,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,nan,nan,0-0,0,0
Ayo Dosunmu,CHI,0022100430,1630245,46,29,17,0.63,23.640398550724637,3.0217391304347827,5.695652173913044,0.531,0.8913043478260869,2.0652173913043477,0.432,0.7608695652173914,1.1521739130434783,0.66,0.34782608695652173,2.3043478260869565,2.652173913043478,2.347826086956522,1.1304347826086956,0.6086956521739131,0.3695652173913043,0.391304347826087,2.0217391304347827,0,7.695652173913044,-20,2,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:41,Base Set,Common,3,Layup,2021-10-20 23:00:00+00:00,Chicago Bulls,4000,2204.0,0.0,211.0,1585.0,0.0,2.0,242,0.00%,2.98,-4.72,113.0,True,True,True,True,VISIBLE,a73bae1b-dfa4-4344-a148-2b4343e4aea0,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+a73bae1b-dfa4-4344-a148-2b4343e4aea0,0.00%,4000,242,Layup,3,Base Set,Common,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,Base Set-Common-3-Layup,Base Set-Common-3-Layup,0-0,0,0
Coby White,CHI,0022100430,1629632,32,20,12,0.625,27.33640625,4.65625,10.59375,0.44,1.96875,5.5,0.358,1.5,1.8125,0.828,0.3125,2.53125,2.84375,2.6875,1.25,0.5,0.28125,0.5625,2.1875,1,12.78125,-43,1,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:43,Base Set,Common,3,Dunk,2021-12-20 01:00:00+00:00,Chicago Bulls,60000,22193.0,0.0,8868.0,31733.0,0.0,2.0,3,50.00%,0.0,0.0,770.0,nan,nan,nan,nan,VISIBLE,2e17bdf3-0b3f-4235-912e-79f236045060,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+2e17bdf3-0b3f-4235-912e-79f236045060,0.00%,2979,91,Assist,1,Base Set,Common,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Assist,0-0,0,0
DeMar DeRozan,CHI,0022100430,201942,46,30,16,0.652,34.978079710144925,9.630434782608695,19.08695652173913,0.505,0.6521739130434783,1.826086956521739,0.357,6.565217391304348,7.6521739130434785,0.858,0.8695652173913043,4.260869565217392,5.130434782608695,5.0,2.152173913043478,0.8260869565217391,0.34782608695652173,1.1956521739130435,2.152173913043478,5,26.47826086956522,220,5,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:39,Base Set,Common,2,Jump Shot,2021-01-30 01:30:00+00:00,San Antonio Spurs,40000,35479.0,0.0,2720.0,1833.0,0.0,12.0,13,0.00%,-7.14,-27.78,1350.0,False,False,False,False,VISIBLE,e65450c1-c4fa-452c-9108-79e3c3f78699,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+e65450c1-c4fa-452c-9108-79e3c3f78699,0.00%,2986,265,Dunk,1,Base Set,Common,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,Base Set-Common-2-Jump Shot,Base Set-Common-1-Dunk,0-0,0,0
Derrick Jones Jr.,CHI,0022100430,1627884,31,21,10,0.677,17.20247311827957,2.2903225806451615,3.935483870967742,0.582,0.4838709677419355,1.1935483870967742,0.405,1.2580645161290323,1.4838709677419355,0.848,1.1935483870967742,2.161290322580645,3.3548387096774195,0.5161290322580645,0.5161290322580645,0.4838709677419355,0.7419354838709677,0.41935483870967744,2.2903225806451615,1,6.32258064516129,19,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:43,Base Set,Common,3,Dunk,2021-12-07 01:00:00+00:00,Chicago Bulls,60000,22089.0,0.0,8972.0,32126.0,0.0,2.0,3,0.00%,0.0,0.0,1234.0,nan,nan,nan,nan,VISIBLE,d86a9ca0-52bf-42cd-8a7c-6cb2c91fe9f6,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d86a9ca0-52bf-42cd-8a7c-6cb2c91fe9f6,-10.00%,12000,9,Dunk,2,Base Set,Common,"Sat, Jan 29",INJ - exp. back Feb 5,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,0-0,0,0
Devon Dotson,CHI,0022100430,1629653,11,5,6,0.455,7.742727272727273,1.0,2.090909090909091,0.478,0.18181818181818182,0.8181818181818182,0.222,0.45454545454545453,0.8181818181818182,0.556,0.09090909090909091,0.7272727272727273,0.8181818181818182,1.3636363636363635,0.45454545454545453,0.09090909090909091,0.0,0.18181818181818182,1.0,0,2.6363636363636362,-2,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,nan,nan,0-0,0,0
Javonte Green,CHI,0022100430,1629750,34,25,9,0.735,22.48205882352941,2.411764705882353,4.676470588235294,0.516,0.4117647058823529,1.3235294117647058,0.311,1.2352941176470589,1.588235294117647,0.778,1.5294117647058822,2.676470588235294,4.205882352941177,0.9705882352941176,0.5294117647058824,0.8823529411764706,0.47058823529411764,0.23529411764705882,2.1470588235294117,1,6.470588235294118,87,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:40,Base Set,Common,3,Dunk,2021-10-23 00:00:00+00:00,Chicago Bulls,60000,37205.0,0.0,12880.0,13788.0,0.0,2.0,3,0.00%,0.0,0.0,2579.0,nan,nan,nan,nan,VISIBLE,d2154aba-a796-4696-bc20-3da8eb2aa036,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+d2154aba-a796-4696-bc20-3da8eb2aa036,7.14%,12000,15,Dunk,2,Base Set,Common,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-2-Dunk,0-0,0,0
Jordan Bell,CHI,0022100430,1628395,1,1,0,1.0,2.0166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0.0,1,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,nan,nan,0-0,0,0
Lonzo Ball,CHI,0022100430,1628366,35,22,13,0.629,34.63842857142857,4.628571428571429,10.942857142857143,0.423,3.142857142857143,7.428571428571429,0.423,0.6,0.8,0.75,1.0,4.428571428571429,5.428571428571429,5.085714285714285,2.342857142857143,1.8285714285714285,0.8857142857142857,0.5142857142857142,2.4285714285714284,1,13.0,81,3,1,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:41,Base Set,Common,2,3 Pointer,2021-01-09 00:30:00+00:00,New Orleans Pelicans,15000,14213.0,0.0,787.0,1.0,0.0,12.0,30,0.00%,3.45,0.0,933.0,False,False,False,False,VISIBLE,3f9adfce-6640-4394-9df6-b054143f332e,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+3f9adfce-6640-4394-9df6-b054143f332e,0.00%,3999,111,Assist,1,Base Set,Common,"Tue, Jan 25",INJ - exp. back Mar 1,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-1-Assist,0-0,0,0
Mac McClung,CHI,0022100430,1630644,1,1,0,1.0,2.55,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0,-2,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,nan,nan,0-0,0,0
Malcolm Hill,CHI,0022100430,1630792,7,3,4,0.429,11.11547619047619,1.1428571428571428,2.7142857142857144,0.421,0.42857142857142855,1.7142857142857142,0.25,0.5714285714285714,0.8571428571428571,0.667,0.7142857142857143,0.7142857142857143,1.4285714285714286,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,1.4285714285714286,0,3.2857142857142856,-28,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,nan,nan,0-0,0,0
Marko Simonovic,CHI,0022100430,1630250,9,4,5,0.444,3.9094444444444445,0.4444444444444444,1.6666666666666667,0.267,0.1111111111111111,0.5555555555555556,0.2,0.8888888888888888,1.2222222222222223,0.727,0.5555555555555556,0.5555555555555556,1.1111111111111112,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.6666666666666666,0,1.8888888888888888,3,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,nan,nan,0-0,0,0
Matt Thomas,CHI,0022100430,1629744,27,17,10,0.63,12.192283950617284,1.5925925925925926,3.7037037037037037,0.43,1.037037037037037,2.4074074074074074,0.431,0.3333333333333333,0.48148148148148145,0.692,0.1111111111111111,1.0740740740740742,1.1851851851851851,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.037037037037037035,0.14814814814814814,0.5185185185185185,0,4.555555555555555,24,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,nan,nan,0-0,0,0
Nikola Vucevic,CHI,0022100430,202696,43,28,15,0.651,33.359806201550384,7.046511627906977,15.674418604651162,0.45,1.6046511627906976,4.953488372093023,0.324,1.0930232558139534,1.4651162790697674,0.746,1.9534883720930232,9.44186046511628,11.395348837209303,3.558139534883721,1.7209302325581395,1.0,1.186046511627907,0.5581395348837209,2.4186046511627906,1,16.790697674418606,93,27,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:43,Base Set,Common,3,Block,2021-12-21 01:00:00+00:00,Chicago Bulls,60000,14979.0,0.0,8731.0,37886.0,0.0,2.0,3,0.00%,0.0,0.0,383.0,nan,nan,nan,nan,VISIBLE,4203f199-964f-43c3-92ef-a9cb52d9969e,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+4203f199-964f-43c3-92ef-a9cb52d9969e,0.00%,1434,170,Dunk,1,Base Set,Common,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,Base Set-Common-3-Block,Base Set-Common-1-Dunk,0-0,0,0
Patrick Williams,CHI,0022100430,1630172,5,4,1,0.8,24.930666666666667,2.6,4.6,0.565,0.6,1.2,0.5,0.8,0.8,1.0,0.2,2.0,2.2,0.6,0.4,0.6,0.4,0.4,1.8,0,6.6,12,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:39,Base Set,Common,2,Dunk,2021-02-07 00:00:00+00:00,Chicago Bulls,40000,36680.0,0.0,2294.0,1042.0,0.0,12.0,9,12.50%,0.0,12.5,1721.0,False,False,True,True,VISIBLE,981d552b-acbe-4b59-b10f-9ac890cc181e,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+981d552b-acbe-4b59-b10f-9ac890cc181e,-1.69%,4000,116,Layup,2,Base Set,Common,"Fri, Oct 29",INJ - exp. back Apr 10,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-2-Layup,0-0,0,0
Tony Bradley,CHI,0022100430,1628396,36,20,16,0.556,11.655972222222223,1.6111111111111112,2.7777777777777777,0.58,0.0,0.0,0.0,0.3611111111111111,0.4722222222222222,0.765,1.3333333333333333,2.611111111111111,3.9444444444444446,0.5555555555555556,0.6666666666666666,0.25,0.6666666666666666,0.4166666666666667,1.3055555555555556,0,3.5833333333333335,69,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,nan,nan,0-0,0,0
Troy Brown Jr.,CHI,0022100430,1628972,39,26,13,0.667,16.88611111111111,1.7692307692307692,4.128205128205129,0.429,0.6923076923076923,2.0,0.346,0.46153846153846156,0.6153846153846154,0.75,0.6410256410256411,2.5128205128205128,3.1538461538461537,1.205128205128205,0.48717948717948717,0.5641025641025641,0.10256410256410256,0.38461538461538464,1.1282051282051282,0,4.6923076923076925,-69,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:41,Base Set,Common,2,Block,2021-01-10 00:00:00+00:00,Washington Wizards,15000,14106.0,0.0,894.0,6.0,0.0,12.0,14,0.00%,0.0,16.67,1210.0,False,False,False,False,VISIBLE,664c3a1c-13f2-4921-af13-b6b8400a3cae,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+664c3a1c-13f2-4921-af13-b6b8400a3cae,0.00%,1500,38,Jump Shot,1,Base Set,Common,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,Base Set-Common-2-Block,Base Set-Common-1-Jump Shot,0-0,0,0
Tyler Cook,CHI,0022100430,1629076,15,10,5,0.667,12.300999999999998,1.4,2.2,0.636,0.0,0.0,0.0,1.3333333333333333,2.066666666666667,0.645,1.0,2.3333333333333335,3.3333333333333335,0.2,0.4666666666666667,0.26666666666666666,0.26666666666666666,0.4,1.6,2,4.133333333333334,-30,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,nan,nan,0-0,0,0
Zach LaVine,CHI,0022100430,203897,43,29,14,0.674,34.13519379844961,8.906976744186046,18.3953488372093,0.484,2.86046511627907,7.232558139534884,0.395,4.209302325581396,4.813953488372093,0.874,0.27906976744186046,4.534883720930233,4.813953488372093,4.27906976744186,2.7674418604651163,0.627906976744186,0.37209302325581395,0.8837209302325582,1.6046511627906976,3,24.88372093023256,71,0,0,TOR,0022100430,away,nan,nan,nan,nan,nan,nan,None,None,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 19:36,Base Set,Common,2,Dunk,2021-03-17 00:00:00+00:00,Chicago Bulls,40000,36303.0,0.0,2492.0,1246.0,0.0,12.0,7,0.00%,-12.5,0.0,1117.0,False,False,False,False,VISIBLE,b3b1abdd-7482-4462-b713-af39c5761c9f,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+b3b1abdd-7482-4462-b713-af39c5761c9f,0.00%,2799,268,3 Pointer,1,Base Set,Common,nan,nan,1610612741,0,CHI,,7:30 pm ET,1610612761,0,TOR,0,2022-02-03 19:30:00-05:00,Base Set-Common-2-Dunk,Base Set-Common-1-3 Pointer,0-0,0,0
