name,team,game_id,player_id_avg,gp,w,l,w_pct,min_avg,fgm_avg,fga_avg,fg_pct_avg,fg3m_avg,fg3a_avg,fg3_pct_avg,ftm_avg,fta_avg,ft_pct_avg,oreb_avg,dreb_avg,reb_avg,ast_avg,tov_avg,stl_avg,blk_avg,blka,pf_avg,pfd,pts_avg,plus_minus_avg,dd2,td3,opp_avg,game_id_avg,awayorhome,status,player_id,jersey_num,position,starter,on_court,played,notplayingreason,notplayingdescription,ast,blk,blkr,fga,fgm,fg_pct,pfoff,foulsdrawn,pf,pftech,fta,ftm,ft_pct,minus,min,plus,plus_minus,pts,pts_fastbreak,pts_paint,pts_2nd_chance,dreb,oreb,reb,stl,fg3a,fg3m,fg3_pct,tov,fg2a,fg2m,fg2_pct,opp,date_updated_est,set_easy,tier_easy,series_easy,play_easy,date_moment,team_TS,count_easy,owned,unique_owners,in_packs,minted,ts_held,cs,low_ask_easy,4hchange_easy,24h,7d,listings,tsd,rookie_premiere,rookie_mint,rookie_year,edition_state,play_id,set_id,ts_link,4hchange_hard,count_hard,low_ask_hard,play_hard,series_hard,set_hard,tier_hard,injury_updated,injury_status,away_id,away_score,away_team,game_clock,game_status,home_id,home_score,home_team,period,start_time,easy_moment,hard_moment,score,differential,fgm_proj,ftm_proj,fgm+ftm_proj,_proj,fgm+ftm
Spencer Dinwiddie,WAS,0022100774,203915,41,19,22,0.463,30.532276422764227,4.341463414634147,11.341463414634147,0.383,1.6829268292682926,5.365853658536586,0.314,2.658536585365854,3.292682926829268,0.807,0.7560975609756098,3.8292682926829267,4.585365853658536,5.780487804878049,1.6341463414634145,0.6097560975609756,0.17073170731707318,0.6097560975609756,2.4878048780487805,3,13.024390243902438,-77,6,0,PHI,0022100774,away,ACTIVE,203915.0,26,PG,Starter,-,1,nan,nan,10,0,1,16,4,0.25,1,3.0,2,0,6,5,0.833333333333334,57,29.983333333333334,61,4,14,3,6,2,7,5,12,0,3,1,0.333333333333333,3,13,3,0.230769230769231,PHI,2022-02-03 03:41,Base Set,Common,2,Layup,2020-12-28 00:00:00+00:00,Brooklyn Nets,15000,14397.0,0.0,603.0,7.0,0.0,12.0,10,-9.09%,-9.09,-9.09,902.0,False,False,False,False,VISIBLE,247d68b1-e71e-4e0f-be5e-d70193bec510,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+247d68b1-e71e-4e0f-be5e-d70193bec510,-19.38%,1254,104,Jump Shot,1,Base Set,Common,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-2-Layup,Base Set-Common-1-Jump Shot,103-106,-3,4,5,9,0,9
Thomas Bryant,WAS,0022100774,1628418,9,2,7,0.222,15.27037037037037,2.5555555555555554,5.666666666666667,0.451,0.6666666666666666,1.8888888888888888,0.353,1.2222222222222223,1.6666666666666667,0.733,1.1111111111111112,2.0,3.111111111111111,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.2222222222222222,1.5555555555555556,1,7.0,-42,0,0,PHI,0022100774,away,INACTIVE,1628418.0,13,nan,Bench,-,0,INACTIVE_INJURY,Right Ankle; Right ankle sprain ,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,PHI,2022-02-03 03:37,Base Set,Common,2,Block,2021-01-09 00:30:00+00:00,Washington Wizards,12000,11266.0,0.0,533.0,204.0,0.0,12.0,19,0.00%,0.0,11.76,420.0,True,False,False,False,VISIBLE,fb89116e-e01b-4b6b-ba13-f4946f706496,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+fb89116e-e01b-4b6b-ba13-f4946f706496,0.00%,12000,19,Block,2,Base Set,Common,"Wed, Feb 2",INJ - exp. back Feb 5,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-2-Block,Base Set-Common-2-Block,103-106,-3,0,0,0,0,0
Tremont Waters,WAS,0022100774,1629682,1,0,1,0.0,8.45,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,2.0,4,0,0,PHI,0022100774,away,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,2022-02-03 03:36,Base Set,Common,2,Assist,2021-02-04 03:00:00+00:00,Boston Celtics,12000,10847.0,0.0,756.0,400.0,0.0,12.0,9,0.00%,0.0,12.5,411.0,True,False,False,False,VISIBLE,de037459-fc93-41c7-b04a-a86a3963b418,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+de037459-fc93-41c7-b04a-a86a3963b418,0.00%,12000,9,Assist,2,Base Set,Common,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-2-Assist,Base Set-Common-2-Assist,103-106,-3,0,0,0,0,0
Aaron Henry,PHI,0022100774,1630565,6,6,0,1.0,2.8305555555555557,0.16666666666666666,0.8333333333333334,0.2,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,-20,0,0,WAS,0022100774,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,nan,nan,106-103,3,0,0,0,0,0
Andre Drummond,PHI,0022100774,203083,46,27,19,0.587,18.59909420289855,2.652173913043478,4.913043478260869,0.54,0.0,0.043478260869565216,0.0,0.9130434782608695,1.7826086956521738,0.512,2.847826086956522,6.086956521739131,8.934782608695652,1.891304347826087,1.673913043478261,1.1304347826086956,0.9565217391304348,0.4782608695652174,2.5,1,6.217391304347826,-19,7,0,WAS,0022100774,home,ACTIVE,203083.0,1,nan,Bench,-,1,nan,nan,4,0,0,4,2,0.5,0,1.0,4,0,0,0,0.0,33,12.883333333333333,26,-7,4,0,4,2,1,2,3,0,0,0,0.0,0,4,2,0.5,WAS,2022-02-03 03:51,Base Set,Common,3,Dunk,2021-11-09 00:00:00+00:00,Philadelphia 76ers,60000,34169.0,0.0,14629.0,15643.0,0.0,2.0,2,-33.33%,-33.33,-33.33,2543.0,nan,nan,nan,nan,VISIBLE,4bd2b975-2ce0-46db-ac95-5878f5b42bfd,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+4bd2b975-2ce0-46db-ac95-5878f5b42bfd,0.00%,1254,75,Dunk,1,Base Set,Common,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-3-Dunk,Base Set-Common-1-Dunk,106-103,3,2,0,2,0,2
Braxton Key,PHI,0022100774,1630296,2,2,0,1.0,3.2,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0,1.0,-5,0,0,WAS,0022100774,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,nan,nan,106-103,3,0,0,0,0,0
Charles Bassey,PHI,0022100774,1629646,22,11,11,0.5,7.309545454545455,1.2727272727272727,1.9545454545454546,0.651,0.0,0.18181818181818182,0.0,0.36363636363636365,0.5,0.727,0.9090909090909091,1.8181818181818181,2.727272727272727,0.3181818181818182,0.36363636363636365,0.18181818181818182,0.7727272727272727,0.09090909090909091,1.4090909090909092,0,2.909090909090909,-31,1,0,WAS,0022100774,home,ACTIVE,1629646.0,23,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,WAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,nan,nan,106-103,3,0,0,0,0,0
Charlie Brown Jr.,PHI,0022100774,1629718,13,10,3,0.769,11.617307692307692,0.6153846153846154,2.3846153846153846,0.258,0.07692307692307693,0.6923076923076923,0.111,0.5384615384615384,0.6153846153846154,0.875,1.0769230769230769,1.2307692307692308,2.3076923076923075,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.23076923076923078,0.3076923076923077,1.1538461538461537,0,1.8461538461538463,12,0,0,WAS,0022100774,home,ACTIVE,1629718.0,16,nan,Bench,-,0,nan,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,WAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,nan,nan,106-103,3,0,0,0,0,0
Danny Green,PHI,0022100774,201980,33,18,15,0.545,23.407171717171714,2.3636363636363638,5.696969696969697,0.415,1.9090909090909092,4.818181818181818,0.396,0.2727272727272727,0.30303030303030304,0.9,0.5151515151515151,2.0606060606060606,2.5757575757575757,1.0606060606060606,0.8787878787878788,1.2121212121212122,0.7878787878787878,0.15151515151515152,1.696969696969697,0,6.909090909090909,115,0,0,WAS,0022100774,home,ACTIVE,201980.0,14,SG,Starter,-,1,nan,nan,2,1,0,5,2,0.4,0,0.0,3,0,0,0,0.0,57,26.851333333333333,52,-5,6,3,0,0,1,1,2,0,4,2,0.5,0,1,0,0.0,WAS,2022-02-03 03:38,Base Set,Common,2,3 Pointer,2021-01-13 00:00:00+00:00,Philadelphia 76ers,40000,35964.0,0.0,3034.0,1199.0,0.0,12.0,5,0.00%,0.0,25.0,2185.0,False,False,False,False,VISIBLE,d72c6f8e-3720-422b-a52b-f772cc64f3a6,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+d72c6f8e-3720-422b-a52b-f772cc64f3a6,0.00%,2241,87,Dunk,1,Base Set,Common,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-1-Dunk,106-103,3,2,0,2,0,2
Furkan Korkmaz,PHI,0022100774,1627788,45,28,17,0.622,24.426629629629627,3.2666666666666666,8.333333333333334,0.392,1.3555555555555556,4.711111111111111,0.288,1.1555555555555554,1.3777777777777778,0.839,0.3111111111111111,2.7111111111111112,3.022222222222222,2.3555555555555556,0.8222222222222222,0.6444444444444445,0.13333333333333333,0.3111111111111111,1.0444444444444445,1,9.044444444444444,21,1,0,WAS,0022100774,home,INACTIVE,1627788.0,30,nan,Bench,-,0,INACTIVE_INJURY,Left Knee; Soreness,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,WAS,2022-02-03 03:37,Base Set,Common,2,3 Pointer,2021-03-17 23:00:00+00:00,Philadelphia 76ers,12000,11181.0,0.0,575.0,245.0,0.0,12.0,20,0.00%,-9.09,5.26,333.0,True,False,False,False,VISIBLE,49778ceb-6c0e-4e2b-9ce0-fef4c6c8d612,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+49778ceb-6c0e-4e2b-9ce0-fef4c6c8d612,0.00%,12000,20,3 Pointer,2,Base Set,Common,"Tue, Feb 1",INJ - exp. back Feb 4,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-2-3 Pointer,106-103,3,0,0,0,0,0
Georges Niang,PHI,0022100774,1627777,47,30,17,0.638,23.059078014184397,3.3617021276595747,7.808510638297872,0.431,1.9361702127659575,4.957446808510638,0.391,0.7872340425531915,0.8936170212765957,0.881,0.3617021276595745,2.297872340425532,2.6595744680851063,1.446808510638298,0.8297872340425532,0.44680851063829785,0.1702127659574468,0.425531914893617,2.6382978723404253,0,9.446808510638299,103,0,0,WAS,0022100774,home,ACTIVE,1627777.0,20,nan,Bench,-,1,nan,nan,0,0,0,11,5,0.45454545454545503,1,0.0,3,0,0,0,0.0,55,23.9,53,-2,12,0,6,0,2,1,3,0,6,2,0.333333333333333,2,5,3,0.6,WAS,2022-02-03 03:35,Base Set,Common,2,3 Pointer,2021-02-23 02:00:00+00:00,Utah Jazz,12000,10918.0,0.0,710.0,373.0,0.0,12.0,19,-5.00%,0.0,35.71,289.0,True,False,False,False,VISIBLE,cdcc7dad-3a7e-4db3-af14-add10c463ae5,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+cdcc7dad-3a7e-4db3-af14-add10c463ae5,-5.00%,12000,19,3 Pointer,2,Base Set,Common,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-2-3 Pointer,Base Set-Common-2-3 Pointer,106-103,3,5,0,5,0,5
Isaiah Joe,PHI,0022100774,1630198,36,21,15,0.583,12.965092592592592,1.3611111111111112,3.7777777777777777,0.36,0.9722222222222222,2.888888888888889,0.337,0.5555555555555556,0.5833333333333334,0.952,0.1388888888888889,1.0555555555555556,1.1944444444444444,0.7222222222222222,0.3333333333333333,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.9166666666666666,0,4.25,5,0,0,WAS,0022100774,home,ACTIVE,1630198.0,7,nan,Bench,-,1,nan,nan,1,0,0,7,4,0.5714285714285711,0,0.0,0,0,0,0,0.0,56,24.616666666666667,55,-1,11,0,0,0,1,0,1,0,5,3,0.6,0,2,1,0.5,WAS,2022-02-03 03:37,Base Set,Common,2,Jump Shot,2020-12-28 00:30:00+00:00,Philadelphia 76ers,4000,3727.0,0.0,196.0,78.0,0.0,12.0,74,-1.33%,-1.33,13.85,189.0,True,True,True,True,VISIBLE,872c5466-c213-4ee3-8a56-9952cc41205f,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+872c5466-c213-4ee3-8a56-9952cc41205f,-1.33%,4000,74,Jump Shot,2,Base Set,Common,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-2-Jump Shot,Base Set-Common-2-Jump Shot,106-103,3,4,0,4,0,4
Jaden Springer,PHI,0022100774,1630531,2,2,0,1.0,2.816666666666667,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0,1.0,-8,0,0,WAS,0022100774,home,INACTIVE,1630531.0,11,nan,Bench,-,0,INACTIVE_GLEAGUE_ON_ASSIGNMENT,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,WAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,nan,nan,106-103,3,0,0,0,0,0
Joel Embiid,PHI,0022100774,203954,39,27,12,0.692,32.9841452991453,9.461538461538462,19.102564102564102,0.495,1.2307692307692308,3.4358974358974357,0.358,8.923076923076923,11.051282051282051,0.807,2.051282051282051,8.794871794871796,10.846153846153847,4.410256410256411,2.8974358974358974,0.9487179487179487,1.435897435897436,1.2307692307692308,2.5641025641025643,8,29.076923076923077,208,22,1,WAS,0022100774,home,ACTIVE,203954.0,21,C,Starter,-,1,nan,nan,6,1,2,27,11,0.407407407407407,0,8.0,3,0,8,5,0.625,73,35.11666666666667,77,4,27,0,14,3,11,3,14,1,3,0,0.0,0,24,11,0.458333333333333,WAS,2022-02-03 03:40,Base Set,Common,2,Jump Shot,2021-01-21 00:00:00+00:00,Philadelphia 76ers,35000,31878.0,0.0,2533.0,601.0,0.0,12.0,12,-14.29%,-7.69,0.0,2036.0,False,False,False,False,VISIBLE,69f7c907-9ed3-42f2-ba33-2fe4af9c4f58,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+69f7c907-9ed3-42f2-ba33-2fe4af9c4f58,3.85%,2987,540,Assist,1,Base Set,Common,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-2-Jump Shot,Base Set-Common-1-Assist,106-103,3,11,5,16,0,16
Matisse Thybulle,PHI,0022100774,1629680,37,24,13,0.649,26.286081081081083,2.3513513513513513,4.72972972972973,0.497,0.7297297297297297,2.4324324324324325,0.3,0.2702702702702703,0.3783783783783784,0.714,0.5405405405405406,1.837837837837838,2.3783783783783785,1.135135135135135,0.6756756756756757,1.7837837837837838,1.1081081081081081,0.02702702702702703,2.189189189189189,0,5.702702702702703,8,0,0,WAS,0022100774,home,ACTIVE,1629680.0,22,SF,Starter,-,1,nan,nan,0,2,0,3,1,0.333333333333333,0,1.0,1,0,0,0,0.0,72,33.982,68,-4,3,0,0,0,0,1,1,0,2,1,0.5,0,1,0,0.0,WAS,2022-02-03 03:38,Base Set,Common,2,Steal,2021-01-26 00:00:00+00:00,Philadelphia 76ers,35000,31513.0,0.0,2271.0,1282.0,0.0,12.0,5,0.00%,0.0,25.0,2149.0,False,False,False,False,VISIBLE,1098394e-13ef-4a89-8440-e60d6ba43508,208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9,https://nbatopshot.com/listings/p2p/208ae30a-a4fe-42d4-9e51-e6fd1ad2a7a9+1098394e-13ef-4a89-8440-e60d6ba43508,-0.51%,1530,194,Block,1,Base Set,Common,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-2-Steal,Base Set-Common-1-Block,106-103,3,1,0,1,0,1
Myles Powell,PHI,0022100774,1629619,11,8,3,0.727,4.733333333333333,0.45454545454545453,1.5454545454545454,0.294,0.09090909090909091,0.5454545454545454,0.167,0.18181818181818182,0.18181818181818182,1.0,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.0,0.09090909090909091,0.7272727272727273,0,1.1818181818181819,-18,0,0,WAS,0022100774,home,ACTIVE,1629619.0,5,nan,Bench,-,1,nan,nan,0,0,0,1,0,0.0,0,0.0,2,0,0,0,0.0,14,3.9333333333333336,6,-8,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,WAS,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,nan,nan,106-103,3,0,0,0,0,0
Paul Reed,PHI,0022100774,1630194,21,10,11,0.476,8.788492063492063,0.9523809523809523,2.0476190476190474,0.465,0.0,0.19047619047619047,0.0,0.14285714285714285,0.38095238095238093,0.375,0.9523809523809523,1.2857142857142858,2.238095238095238,0.47619047619047616,0.3333333333333333,0.5714285714285714,0.47619047619047616,0.19047619047619047,1.3333333333333333,0,2.0476190476190474,-41,0,0,WAS,0022100774,home,INACTIVE,1630194.0,44,nan,Bench,-,0,INACTIVE_GLEAGUE_ON_ASSIGNMENT,nan,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,WAS,2022-02-03 03:53,Base Set,Common,3,Block,2021-11-10 00:30:00+00:00,Philadelphia 76ers,12000,8036.0,0.0,1264.0,2710.0,0.0,2.0,10,0.00%,0.0,25.0,223.0,True,nan,nan,nan,VISIBLE,2fe7ab09-9263-4460-90b1-6c61fc5083a8,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+2fe7ab09-9263-4460-90b1-6c61fc5083a8,0.00%,12000,10,Block,3,Base Set,Common,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-3-Block,Base Set-Common-3-Block,106-103,3,0,0,0,0,0
Seth Curry,PHI,0022100774,203552,42,26,16,0.619,34.877896825396824,5.857142857142857,11.785714285714286,0.497,2.238095238095238,5.5476190476190474,0.403,1.5238095238095237,1.7380952380952381,0.877,0.40476190476190477,2.9523809523809526,3.357142857142857,4.095238095238095,1.9047619047619047,0.8333333333333334,0.23809523809523808,0.21428571428571427,2.238095238095238,1,15.476190476190476,124,1,0,WAS,0022100774,home,ACTIVE,203552.0,31,nan,Bench,-,0,DND_INJURY,Back; Spasm ,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,WAS,2022-02-03 03:52,Base Set,Common,3,Layup,2021-11-12 00:00:00+00:00,Philadelphia 76ers,60000,32837.0,0.0,14640.0,16491.0,0.0,2.0,3,0.00%,0.0,0.0,2535.0,nan,nan,nan,nan,VISIBLE,24c03bd1-7f95-4ae2-b436-592610edd02f,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+24c03bd1-7f95-4ae2-b436-592610edd02f,-1.35%,3340,73,Assist,1,Base Set,Common,"Wed, Feb 2",INJ - exp. back Feb 4,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-1-Assist,106-103,3,0,0,0,0,0
Shake Milton,PHI,0022100774,1629003,27,15,12,0.556,24.75191358024691,4.037037037037037,9.407407407407407,0.429,0.9259259259259259,2.925925925925926,0.316,1.5185185185185186,1.7777777777777777,0.854,0.48148148148148145,2.5185185185185186,3.0,2.7777777777777777,1.1481481481481481,0.7407407407407407,0.4074074074074074,0.4444444444444444,2.074074074074074,2,10.518518518518519,-12,0,0,WAS,0022100774,home,INACTIVE,1629003.0,18,nan,Bench,-,0,INACTIVE_INJURY,N/a; Back Contusion,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,WAS,2022-02-03 03:34,2021 NBA Playoffs,Common,2,3 Pointer,2021-06-08 23:30:00+00:00,Philadelphia 76ers,11500,10926.0,0.0,574.0,58.0,0.0,20.0,9,0.00%,0.0,12.5,433.0,False,False,False,False,VISIBLE,e1c4a5f0-6040-4298-999f-8cbd585b80a4,6783b9d8-44c5-49c7-87e0-be217af963e9,https://nbatopshot.com/listings/p2p/6783b9d8-44c5-49c7-87e0-be217af963e9+e1c4a5f0-6040-4298-999f-8cbd585b80a4,-9.09%,12000,10,Jump Shot,2,Base Set,Common,"Tue, Feb 1",INJ - exp. back Feb 4,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,2021 NBA Playoffs-Common-2-3 Pointer,Base Set-Common-2-Jump Shot,106-103,3,0,0,0,0,0
Tobias Harris,PHI,0022100774,202699,42,25,17,0.595,35.28722222222222,7.261904761904762,15.30952380952381,0.474,1.2380952380952381,3.5952380952380953,0.344,3.1666666666666665,3.6666666666666665,0.864,1.119047619047619,6.309523809523809,7.428571428571429,3.738095238095238,1.7619047619047619,0.6666666666666666,0.6190476190476191,1.3333333333333333,2.0476190476190474,2,18.928571428571427,43,7,1,WAS,0022100774,home,ACTIVE,202699.0,12,PF,Starter,-,1,nan,nan,3,0,3,17,7,0.411764705882353,1,1.0,1,0,3,3,1.0,91,41.18333333333333,90,-1,18,0,10,0,8,1,9,0,2,1,0.5,2,15,6,0.4,WAS,2022-02-03 03:51,Base Set,Common,3,Layup,2021-10-30 23:30:00+00:00,Philadelphia 76ers,60000,37298.0,0.0,12429.0,14124.0,0.0,2.0,3,0.00%,0.0,0.0,2612.0,nan,nan,nan,nan,VISIBLE,cba0cf7d-e0a5-40f1-a16e-7c67a7f32278,e7b9646c-9997-46c8-909f-2a2b67389023,https://nbatopshot.com/listings/p2p/e7b9646c-9997-46c8-909f-2a2b67389023+cba0cf7d-e0a5-40f1-a16e-7c67a7f32278,-4.69%,3999,61,Dunk,1,Base Set,Common,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,Base Set-Common-3-Layup,Base Set-Common-1-Dunk,106-103,3,7,3,10,0,10
Tyler Johnson,PHI,0022100774,204020,3,2,1,0.667,12.719444444444443,1.3333333333333333,3.3333333333333335,0.4,1.0,2.3333333333333335,0.429,0.0,0.0,0.0,0.3333333333333333,1.6666666666666667,2.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,1,3.6666666666666665,9,0,0,WAS,0022100774,home,nan,nan,nan,nan,None,-,nan,nan,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1610612764,106,WAS,,Final,1610612755,103,PHI,4,2022-02-02 19:00:00-05:00,nan,nan,106-103,3,0,0,0,0,0
